rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
49,doi:10.65521/intjournalrecadvengtech.v14i2.2711,Graph Neural Network-Based Computer Vision Framework for Real-Time Object Detection and Scene Understanding,2025,International Journal of Recent Advances in Engineering and Technology,https://doi.org/10.65521/intjournalrecadvengtech.v14i2.2711,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
50,doi:10.21203/rs.3.rs-9773636/v1,Topology-Aware Trigonometric Barrier Geometry for Safety-Margin Robot Motion Planning on Periodic Configuration Spaces,,,https://doi.org/10.21203/rs.3.rs-9773636/v1,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
51,doi:10.2139/ssrn.6787692,A Vision-Language Model Framework Embedding COLREGs forImproving Scene Understanding of Autonomous Ships,,,https://doi.org/10.2139/ssrn.6787692,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
52,doi:10.1006/cviu.2000.0858,Scene-Based Shot Change Detection and Comparative Evaluation,2000,Computer Vision and Image Understanding,https://doi.org/10.1006/cviu.2000.0858,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
53,doi:10.51202/9783181024560-125,"Potenziale und Anforderungen zur Nutzung von Large-Language Modellen für das Szenenverständnis und die Bewegungsplanung im Autonomen Fahren Framework, Benchmark und Modellansätze für räumliches und zeitliches Szenenverständnis Potentials and Requirements for Using Large Language Models in Scene Understanding and Motion Planning for Autonomous Driving Framework, Benchmark, and Model Approaches for Spatial and Temporal Scene Understanding",2025,Fahrerassistenzsysteme und Automatisiertes Fahren,https://doi.org/10.51202/9783181024560-125,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
54,doi:10.1155/2021/1055604,A Garbage Detection and Classification Method Based on Visual Scene Understanding in the Home Environment,2021,Complexity,https://doi.org/10.1155/2021/1055604,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
55,doi:10.1177/17298806241283382,A fast collision detection method based on point clouds and stretched primitives for manipulator obstacle-avoidance motion planning,2024,International Journal of Advanced Robotic Systems,https://doi.org/10.1177/17298806241283382,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
56,arxiv:2603.13782v1,Your Vision-Language-Action Model Already Has Attention Heads For Path Deviation Detection,2026,arXiv,http://arxiv.org/abs/2603.13782v1,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
57,doi:10.1007/s44267-025-00075-0,MIRSAM: multimodal vision-language segment anything model for infrared small target detection,2025,Visual Intelligence,https://doi.org/10.1007/s44267-025-00075-0,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
58,arxiv:2512.19178v1,Vision-Language-Policy Model for Dynamic Robot Task Planning,2025,arXiv,http://arxiv.org/abs/2512.19178v1,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
59,doi:10.1007/s10846-023-01935-x,Auction-Based Task Allocation and Motion Planning for Multi-Robot Systems with Human Supervision,2023,Journal of Intelligent & Robotic Systems,https://doi.org/10.1007/s10846-023-01935-x,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
60,doi:10.1016/j.cviu.2008.07.004,Scene modeling and change detection in dynamic scenes: A subspace approach,2009,Computer Vision and Image Understanding,https://doi.org/10.1016/j.cviu.2008.07.004,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
61,doi:10.3390/app14062374,New Eldercare Robot with Path-Planning and Fall-Detection Capabilities,2024,Applied Sciences,https://doi.org/10.3390/app14062374,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
62,doi:10.3390/atmos13081321,A Coverage Sampling Path Planning Method Suitable for UAV 3D Space Atmospheric Environment Detection,2022,Atmosphere,https://doi.org/10.3390/atmos13081321,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
63,doi:10.1609/aaai.v38i20.30216,CityPulse: Fine-Grained Assessment of Urban Change with Street View Time Series,2024,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v38i20.30216,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
64,doi:10.1109/lra.2024.3483042,Enhancing Scene Understanding for Vision-and-Language Navigation by Knowledge Awareness,2024,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2024.3483042,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
65,doi:10.1515/jccall-2024-0010,Online language teaching in times of change: a CALL to action for language teachers and educators,2024,Journal of China Computer-Assisted Language Learning,https://doi.org/10.1515/jccall-2024-0010,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
66,doi:10.56397/ist.2023.07.03,Multi-Track Path Planning of Outdoor Scanning Robot in Unknown Scene,2023,Innovation in Science and Technology,https://doi.org/10.56397/ist.2023.07.03,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
67,doi:10.15607/rss.2025.xxi.073,Can We Detect Failures Without Failure Data? Uncertainty-Aware Runtime Failure Detection for Imitation Learning Policies,2025,,https://doi.org/10.15607/rss.2025.xxi.073,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
68,arxiv:2512.14020v1,Deep Learning Perspective of Scene Understanding in Autonomous Robots,2025,arXiv,http://arxiv.org/abs/2512.14020v1,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
69,arxiv:2209.15376v3,NBV-SC: Next Best View Planning based on Shape Completion for Fruit Mapping and Reconstruction,2022,arXiv,http://arxiv.org/abs/2209.15376v3,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.1108/01439910510629208,Weighted path planning based on collision detection,2005,Industrial Robot: An International Journal,https://doi.org/10.1108/01439910510629208,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
71,arxiv:2307.06135v2,SayPlan: Grounding Large Language Models using 3D Scene Graphs for Scalable Robot Task Planning,2023,arXiv,http://arxiv.org/abs/2307.06135v2,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.1109/icacs55311.2023.10089658,Object Detection and Segmentation for Scene Understanding via Random Forest,2023,2023 4th International Conference on Advancements in Computational Sciences (ICACS),https://doi.org/10.1109/icacs55311.2023.10089658,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
73,arxiv:2410.11989v6,Dynamic Open-Vocabulary 3D Scene Graphs for Long-term Language-Guided Mobile Manipulation,2024,arXiv,http://arxiv.org/abs/2410.11989v6,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.4218/etrij.2025-0063,DOROS: A multilevel traffic dataset for dynamic urban scene understanding,2025,ETRI Journal,https://doi.org/10.4218/etrij.2025-0063,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
75,doi:10.1155/2022/8467627,Research on Lane Change Motion Planning Steering Input Based on Optimal Control Theory,2022,Mathematical Problems in Engineering,https://doi.org/10.1155/2022/8467627,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
76,doi:10.51202/9783186815125,An Integrated Approach for Traffic Scene Understanding from Monocular Cameras,2021,,https://doi.org/10.51202/9783186815125,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.1109/raiic65850.2025.11170191,Application of Vision-Language Models to Pedestrian Behavior Prediction and Scene Understanding in Autonomous Driving,2025,"2025 4th International Conference on Robotics, Artificial Intelligence and Intelligent Control (RAIIC)",https://doi.org/10.1109/raiic65850.2025.11170191,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
78,doi:10.1109/lra.2022.3157567,Reasoning With Scene Graphs for Robot Planning Under Partial Observability,2022,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2022.3157567,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
79,arxiv:2205.09336v2,Creating Star Worlds: Reshaping the Robot Workspace for Online Motion Planning,2022,arXiv,http://arxiv.org/abs/2205.09336v2,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.1049/csy2.70051,SCU‐T‐MPC: Risk‐Aware and Socially Compliant Topological Motion Planning Under Uncertainty,2026,IET Cyber-Systems and Robotics,https://doi.org/10.1049/csy2.70051,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.1177/02783649251324554,Robust and topology-aware motion planning with moving obstacles,2025,The International Journal of Robotics Research,https://doi.org/10.1177/02783649251324554,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
82,doi:10.15607/rss.2020.xvi.052,Motion Planning for Variable Topology Truss Modular Robot,2020,Robotics: Science and Systems XVI,https://doi.org/10.15607/rss.2020.xvi.052,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.1017/s0263574723001261,Design of an optimized gait planning generator for a quadruped robot using the decision tree and random forest workspace model,2023,Robotica,https://doi.org/10.1017/s0263574723001261,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.3390/electronics10040471,A Survey on Deep Learning Based Approaches for Scene Understanding in Autonomous Driving,2021,Electronics,https://doi.org/10.3390/electronics10040471,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
85,arxiv:2506.07454v2,Language-Grounded Hierarchical Planning and Execution with Multi-Robot 3D Scene Graphs,2025,arXiv,http://arxiv.org/abs/2506.07454v2,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.1109/ojvt.2024.3428645,An Uncertainty-Aware Lane Change Motion Planning Algorithm Based on Probabilistic Trajectory Prediction Distribution,2024,IEEE Open Journal of Vehicular Technology,https://doi.org/10.1109/ojvt.2024.3428645,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.3390/s22218101,Deep Learning-Based NMPC for Local Motion Planning of Last-Mile Delivery Robot,2022,Sensors,https://doi.org/10.3390/s22218101,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.1002/rob.20396,Anytime online novelty and change detection for mobile robots,2011,Journal of Field Robotics,https://doi.org/10.1002/rob.20396,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
89,doi:10.1109/icra.2011.5979557,Alignment and 3D scene change detection for segmentation in autonomous earth moving,2011,2011 IEEE International Conference on Robotics and Automation,https://doi.org/10.1109/icra.2011.5979557,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
90,doi:10.1109/icetci57876.2023.10176869,Trajectory Planning of Autonomous Mobile Robot using Model Predictive Control in Human-Robot Shared Workspace,2023,"2023 IEEE 3rd International Conference on Electronic Technology, Communication and Information (ICETCI)",https://doi.org/10.1109/icetci57876.2023.10176869,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
91,doi:10.15607/rss.2024.xx.114,Real-Time Anomaly Detection and Reactive Planning with Large Language Models,2024,Robotics: Science and Systems XX,https://doi.org/10.15607/rss.2024.xx.114,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
92,doi:10.2352/issn.2470-1173.2019.7.iriacv-465,Improved 3D Scene Modeling for Image Registration in Change Detection,2019,Electronic Imaging,https://doi.org/10.2352/issn.2470-1173.2019.7.iriacv-465,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
93,doi:10.1016/j.engfailanal.2018.10.011,Understanding the power transformer component failures for health index-based maintenance planning in electric utilities,2019,Engineering Failure Analysis,https://doi.org/10.1016/j.engfailanal.2018.10.011,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
94,doi:10.1177/0278364911429335,GPU-based parallel collision detection for fast motion planning,2012,The International Journal of Robotics Research,https://doi.org/10.1177/0278364911429335,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
95,doi:10.1101/2025.05.13.653727,Multi-model reinforcement learning with online retrospective change point detection,,,https://doi.org/10.1101/2025.05.13.653727,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
96,doi:10.1109/tgrs.2024.3370556,Contrastive Scene Change Representation Learning for High-Resolution Remote Sensing Scene Change Detection,2024,IEEE Transactions on Geoscience and Remote Sensing,https://doi.org/10.1109/tgrs.2024.3370556,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
